epoch,train_loss,train_miou,train_pixel_acc,val_loss,val_miou,val_pixel_acc
30,1.2007334232330322,0.5314140651614538,0.7661947536283247,1.2993934004456846,0.5049091105151964,0.7490382618520202
31,1.178300747504601,0.5383292125452569,0.7713235748951041,1.3515471778549515,0.4956677340893948,0.7314623169438207
32,1.152993571508181,0.5444779502045705,0.773941621154846,1.2692311827119414,0.5199410910826138,0.7547260822013391
33,1.146125316619873,0.5487629942855583,0.7767184149198405,1.3719862657827098,0.4968421909576063,0.7381437984681879
34,1.14514530246908,0.552010801638958,0.7776210331699667,1.3064815164445998,0.503833250799949,0.7424740726588467
35,1.1352756540258448,0.5487512594161028,0.7772977708878106,1.3192316585487418,0.49546904612467163,0.7481272628226303
36,1.1346897545394363,0.555464998083882,0.7771394257503476,1.3542710184217333,0.4992875942451406,0.7351382628919979
37,1.0977982524391654,0.5663256397628628,0.7858353984189521,1.3000925437553779,0.5097894445897142,0.7443521437425024
38,1.0904831677883655,0.571073387599868,0.7865007806203363,1.2778186948149355,0.52239177484749,0.755195465954507
39,1.0715344293967828,0.5746587095578535,0.7901377025968763,1.348856865942895,0.49706235470993115,0.731066589343788
40,1.09884275256337,0.5669183126739583,0.7837316318433439,1.3593789164002958,0.5009723507085347,0.7438144645460342
41,1.098143494212544,0.5665370188209583,0.7852105480662391,1.2830085654358763,0.5188384559652929,0.7574066515473207
42,1.0733710527420044,0.5765316316980491,0.7900106080244047,1.326196108664666,0.5101591137762989,0.747261615398446
43,1.0531197365347322,0.5877056936123138,0.7946522691960686,1.2725652781399814,0.5178416735245239,0.7538464969315833
44,1.0249927268995271,0.5914432016651656,0.7972635556769454,1.3082823094788132,0.5158644758447292,0.7498202822027757
45,1.0187182418116323,0.5942255438899497,0.7981614259871543,1.3336862767492974,0.5019562154402991,0.7339095881977754
46,1.0394975876474715,0.5906228125418032,0.7951732818345482,1.3287575011486774,0.5076279471548363,0.741182570445356
47,1.0234798343031557,0.5950213183305153,0.7977442242383889,1.3508974888941625,0.49916429177519855,0.7388401546757773
48,0.9884513274773018,0.6024423126523463,0.8033364122516593,1.3099449897979523,0.5083377450183325,0.7398905321608817
49,1.0085942144994136,0.601399780217853,0.8020493449908402,1.2806252707968224,0.5223150652492706,0.7502683303307998
50,0.9576878522659515,0.6231278956331106,0.8127355360448308,1.389284857503184,0.5021310666695115,0.7246705120110456
